Stock Number,Population Name,Species,ESU/DPS Name,Federal Status,Listing Date,Salmon Recovery Region,Recovery Plan,Recovery Plan Year,Recovery Goal,Hatchery Standards Met,Major Population Grouping,Population Goals,Goal References,Goal Notes,Population History,Stock Definition,Stock Data Description,Stock Spawning Distribution,Stock Genetic Analysis Description,Local Biologist Name,Local Biologist Email,Last Updated
1688,Klickitat Late Fall (Bright) Chinook,Chinook,Upper Columbia River Summer and Fall Run Chinook,Not Warranted,03/09/1998 12:00:00 AM,Middle Columbia River,,,,,Eastern Cascades Fall-Run Chinook,No natural EG established,Ref 8:Appendix F,Not managed for natural bright fall Chinook escapement,This is a non-native stock with composite production. Bright fall Chinook are not native to this system. They were introduced from Priest Rapids and Bonneville hatcheries.,Klickitat bright fall Chinook were identified as a stock based on their distinct spawning distribution.,Data are total escapement estimates based on peak live plus dead spawner counts from the Klickitat Hatchery to Twin Bridges. Data usefulness for rating stock status is poor because of poor visibility in the river during fall Chinook surveys.,"Klickitat bright fall Chinook spawn in the same area as the tule fall Chinook, from the Twin Bridges upstream to the Klickitat Hatchery, a distance of about 25.9 miles.",Allozyme analysis has shown that Klickitat bright fall Chinook are genetically similar to the Hanford Reach upriver bright fall stock within the mainstem Columbia (Marshall et al. 1995).,Jeremy Wilson,Jeremy.Wilson@dfw.wa.gov,12/05/2014 05:04:19 PM
1696,Snake Fall Chinook,Chinook,Snake River Fall Run Chinook,Threatened,04/22/1992 12:00:00 AM,Snake River,,,,,Snake River Chinook,"Recovery goal =3,000 spawners.  Interim restoration goal=7,500 natural spawners + 15, 484 hatchery-origin spawners.",,"Recovery is de-listing goal, Restoration is healthy, harvestable goal",This is a native stock with composite production.,"Snake fall Chinook were identified as a stock based on their distinct spawning distribution, appearance (an upriver bright fall stock with chrome-bright skin and red flesh on freshwater entry) and genetic characteristics.","SaSI data include: 1) Estimated total number of Fall Chinook redds in the Tucannon River.  Data is expanded for areas not walked due to landowner access problems; and 2) video and visual counts of adult Chinook at Lower Monumental Dam on the Snake River. These counts include fall Chinook returning to the WDFW Lyons Ferry Hatchery.  Additional data are available elsewhere.  These include annual run reconstruction estimates of hatchery and naturally produced fall Chinook at Lower Granite Dam, annual redd counts upstream of Lower Granite Dam, as well as some years of redd counts in the tailraces of lower Snake River dams.  Multiple genetic studies are also available elsewhere, as well as radio telemetry studies, and juvenile rearing and migration studies, etc.","Most spawning takes place from Hell`s Canyon Dam to downstream to near the town of Asotin on the mainstem Snake River. Spawning also takes place in tributaries such as the Clearwater and Salmon rivers in Idaho and the Grande Ronde in Washington and Oregon, and Imnaha river in Oregon. Within Washington waters, spawning takes place in the lower reaches of the Tucannon, Palouse and Grande Ronde rivers and in the mainstem Snake upstream from Asotin. Some spawning also takes place in the tailrace areas below some of the Snake River dams.",Allozyme analysis (Marshall et al. 1995) and more recent DNA studies have shown that Snake fall Chinook are genetically distinct from all other Chinook stocks in the Columbia and Snake basins.,Jeremy Trump,Jeremy.Trump@dfw.wa.gov,07/15/2014 12:00:00 AM
1704,Tucannon Spring Chinook,Chinook,Snake River Spring and Summer Run Chinook,Threatened,04/22/1992 12:00:00 AM,Snake River,,,,,Lower Snake River Chinook,"Recovery goal= 750 spawners.  Restoration goal=2,400-3,400 spawners.",,"Recovery is de-listing goal, Restoration is healthy, harvestable goal","This is a native stock with composite production. There is a hatchery supplementation program for this stock at the Tucannon Hatchery as part of the Lower Snake River Compensation Plan to mitigate for the effects of Snake River dams. The program has used only wild broodstock from the Tucannon River. Hatchery juveniles are acclimated in the Curl Lake Acclimation Pond and released into the upper Tucannon River.  Because the Tucannon is fairly remote from other hatcheries, straying by other hatchery stocks has been low, but the number of strays from the Umatilla (Oregon) program has been a serious concern during some years.",Tucannon spring Chinook were identified as a stock based on their distinct spawning distribution and genetic composition.,"Data are estimates of spawners on the mainstem Tucannon from the mouth of Sheep Creek (RM 52) downstream to King Grade (RM 21), and counts of adult Chinook at the Tucannon Hatchery trap are reported annually here.  Other WDFW data available elsewhere include smolt production estimates, snorkeling or electrofishing surveys and genetic analyses over many years.  PIT tag detections within and outside the Tucannon River Basin are also available.  PIT tag data to date indicates that over 20% of spring Chinook returning to the Tucannon River bypass it and migrate upstream of Lower Granite Dam on the Snake River.",Most spawning takes place in the mainstem Tucannon River from the King Grade (RM 21) upstream to the mouth of Sheep Creek in the Wenaha Tucannon Wilderness (RM 52).  Spawning has not been observed in Tucannon tributaries.  Spawning in Asotin Creek has been indicated based on WDFW genetic analysis of adults captured in lower Asotin Creek (see Blankenship and Mendel 2010).  Distribution of other Tucannon spring Chinook spawning upstream of the Tucannon River is not currently known.,Allozyme analysis has shown that Tucannon spring Chinook are genetically distinct from other Columbia basin Chinook stocks examined (Marshall et al. 1995) and this has been confirmed by recent DNA analyses by WDFW.,Jeremy Trump,Jeremy.Trump@dfw.wa.gov,07/15/2014 12:00:00 AM
1712,Asotin Creek Spring Chinook,Chinook,Snake River Spring and Summer Run Chinook,Threatened,04/22/1992 12:00:00 AM,Snake River,,,,,Lower Snake River Chinook,Recovery goal=500 spawners (preliminary),,Recovery is de-listing goal,This was a native stock with wild production. WDFW considers this stock to be extirpated and NMFS and other co-managers have concurred.  Since the early 2000s spring Chinook and redds have been documented annually in low numbers and it is believed that these are from outside hatchery programs.,Asotin Creek spring Chinook were identified as a stock based on their distinct spawning distribution and that designation was confirmed by National Marine Fisheries Service during ESA listing and subsequent recovery planning.,"Consists of redd counts, electrofishing surveys, plus adult and smolt trapping in lower Asotin Creek.","Most spawning is observed in the North Fork Asotin Creek, but a few redds are found in the upper mainstem near the North Fork.","WDFW has operated an upstream migrant adult steelhead trap in lower Asotin Creek since approximately 2005.  A few spring Chinook have been captured in late spring in that trap before it is removed in late June or July of each year.  In 2010, WDFW conducted a genetic analysis of spring Chinook adults in the lower Asotin Creek and compared them with other Snake River Basin spring Chinook populations to determine their origins.  Most of these 31 sampled fish collected in 2005 and 2007 were apparently from the Tucannon River, based on this genetic analysis (Blankenship and Mendel, 2010).",Jeremy Trump,Jeremy.Trump@dfw.wa.gov,07/15/2014 12:00:00 AM
1720,Hanford Reach Fall Chinook,Chinook,Upper Columbia River Summer and Fall Run Chinook,Not Warranted,03/09/1998 12:00:00 AM,,,,,,Eastern Cascades Fall-Run Chinook,"EG=45,000.  Harvest Goal=5,000.  Priest Rapids Hatchery program goal=10,000.",,,This is a native stock with composite production. Hanford Reach fall Chinook are also maintained and released into the Columbia River from the WDFW Priest Rapids Hatchery.,Hanford Reach fall Chinook were identified as a stock based on their distinct spawning distribution and appearance (an upriver bright fall stock which enters freshwater with chrome-bright skin and red flesh).,"Data are total escapement estimates based on counts of adult Chinook at McNary Dam minus Chinook counts at Ice Harbor and Priest Rapids dams, minus estimated returns to the Yakima River and Yakima River and Hanford Reach harvest. There is a problem with fish falling back at Priest Rapids Dam and being counted more than once.","Most spawning takes place in the Hanford Reach of the mainstem Columbia River from Priest Rapids to the Tri-Cities, a distance of about 45 miles.","Allozyme analysis has shown Hanford Reach fall Chinook to be genetically distinct from other Washington Chinook stocks examined, including other upriver bright fall stocks in the upper Columbia and Snake rivers (WDF and WDW 1993).",Paul Hoffarth,Paul.Hoffarth@dfw.wa.gov,03/30/2011 12:00:00 AM
1728,Yakima River Bright Fall Chinook,Chinook,Upper Columbia River Summer and Fall Run Chinook,Not Warranted,03/09/1998 12:00:00 AM,Middle Columbia River,,,,,Eastern Cascades Fall-Run Chinook,"EG=5,000.  Harvest goal=500.",,,"This is a non-native stock of unknown origin with composite production. Fall Chinook are not native to the basin and are probably descendants of upriver bright fall Chinook releases into the Yakima basin. Between 1985 and 1991 an average of 1.8 million non-native upriver bright fall Chinook smolts were released into the Yakima annually. In addition, releases of Klickitat, Priest Rapids, Spring Creek and Little White Salmon hatchery Chinook have been made into the Yakima basin. The Yakama Indian Nation also releases fall Chinook into the Yakima from their hatchery.","Yakima fall Chinook were identified as a stock based on their distinct spawning distribution, spawning timing, and genetic composition.","Data are: 1) numbers of adult Chinook counted at Prosser Dam on the lower Yakima River; and 2) estimates of the number of Chinook spawning in the lower Yakima River (natural spawning below Prosser dam, both natural and hatchery fish) based on raft surveys from RM 5-49.  This index reach of the lower river is broken into four sections, each of which is floated once per week for 6 weeks during spawning season.  Estimates assume that only 50% of the redds in each survey reach are visible.",Most spawning takes place in the lower 32 miles of the mainstem Yakima River.,"Allozyme analysis has shown that mainstem spawners, while similar to other mid- and upper Columbia fall Chinook, are genetically distinct from Marion Drain fall Chinook, the other Yakima basin fall Chinook stock (Marshall et al 1995).",Paul Hoffarth,Paul.Hoffarth@dfw.wa.gov,05/18/2010 12:00:00 AM
1744,Marion Drain Fall Chinook,Chinook,No ESU Specified,Not Warranted,11/03/2000 12:00:00 AM,Middle Columbia River,,,,,No MPG Specified,EG=250,,"Part of Yakima Bright Fall Chinook EG of 5,000","This is a stock of unknown origin with wild production. Some have speculated that Marion Drain fall Chinook are the remnants of a native stock that was displaced from the lower mainstemYakima River following extensive agricultural development. Their similarity to Snake River and Deschutes fall Chinook is cited as evidence for a mid-Columbia origin. Klickitat tule fall Chinook were released into Marion Drain once in 1976, however Marion Drain fish are bright fall Chinook and do not resemble any tule fall Chinook stock. No other hatchery supplementation has occurred.",Marion Drain fall chinook were identified as a stock based on their distinct spawning distribution.,Data are redd counts made throughout the Marion Drain.,Spawning takes place in throughout the Marion Drain.,Allozyme analysis has shown Marion Drain fall Chinook are genetically distinct from other Columbia basin fall Chinook stocks (WDF and WDW 1993). They are most similar to Snake River and Deschutes (Oregon) fall Chinook (Marshall et al.1995).,Paul Hoffarth,Paul.Hoffarth@dfw.wa.gov,05/18/2010 12:00:00 AM
1747,Upper Yakima River Spring Chinook,Chinook,Mid-Columbia River Spring Run Chinook,Not Warranted,03/09/1998 12:00:00 AM,Middle Columbia River,,,,,Mid-Columbia Spring-Run Chinook,20% RER in terminal area (Yakima R.); 550 or 50% natural-origin broodstock collection for Cle Elum Hatchery at Roza Dam,,,This is a native stock with composite production. There have been few releases of non-native hatchery fish. In 1997 the Yakama Indian Nation and WDFW began an experimental supplementation program at the Yakama Cle Elum Hatchery to evaluate the success and biological effects of Chinook supplementation programs. The program has also provided additional fish for both tribal and non-tribal harvest.,"Upper Yakima spring Chinook were identified as a stock based on their distinct spawning distribution, river entry timing (mid-April to early July) and spawning timing, age composition (four-year old s","Data are redd counts from foot and float surveys in the mainstem Yakima from Selah upstream to Keechelus Dam, in the Cle Elum River from the mouth upstream to Cle Elum Dam, in the Teanaway River, and in Manastash Creek. These surveys encompass all known spring Chinook spawning habitat in the upper Yakima basin and are conducted throughout the spawning period. Starting in 2001, counts include hatchery fish intended to supplement the naturally spawning fish.","Most spawning now takes place in the mainstem Yakima River from just above the city of Ellensburg (RM 152.2) upstream to the Easton Dam (RM 202.5), and in the Cle Elum River below the Cle Elum Dam.",Allozyme analysis has shown that Upper Yakima spring Chinook are genetically distinct from other Columbia basin Chinook stocks examined (WDF and WDW 1993).,Anthony Fritts,Anthony.Fritts@dfw.wa.gov,01/27/2015 11:18:02 AM
1752,Naches Spring Chinook,Chinook,Mid-Columbia River Spring Run Chinook,Not Warranted,03/09/1998 12:00:00 AM,Middle Columbia River,,,,,Mid-Columbia Spring-Run Chinook,20% RER in terminal area (Yakima R.) combined tribal C&S and sport harvest,,,"This is a native stock with wild production. Several relatively small releases of non-native hatchery spring Chinook, including Klickitat, Ringold, Leavenworth and Carson stocks, have made into the Naches. Other releases of Klickitat, Cowlitz, Ringold, Leavenworth and Carson spring Chinook were made into Nile Creek between 1976 and 1984. The largest release was of 100,000 yearlings in 1982. We do not believe that these non-native fish established themselves in the Naches system.","Naches spring Chinook were identified as a stock based on their distinct spawning distribution, early river entry timing (late April through July) and spawning timing, age composition (five-year-old s","Data are redd counts from the mainstem Naches, Bumping and Little Naches rivers and Rattlesnake Creek. Surveys encompass essentially all spring Chinook spawning habitat in the Naches system and are conducted throughout the spawning period.","Most spawning takes place in the upper Naches, Bumping and Little Naches rivers and in Rattlesnake Creek.",Allozyme analysis has shown that Naches spring Chinook are genetically distinct from other Columbia basin Chinook stocks examined (WDF and WDW 1993).,Anthony Fritts,Anthony.Fritts@dfw.wa.gov,01/27/2015 11:18:02 AM
1760,American River Spring Chinook,Chinook,Mid-Columbia River Spring Run Chinook,Not Warranted,03/09/1998 12:00:00 AM,Middle Columbia River,,,,,Mid-Columbia Spring-Run Chinook,20% RER in terminal area (Yakima R.) combined tribal C&S and sport harvest,,,"This is a native stock with wild production. One release of non-native hatchery spring Chinook occurred when 162,400 Klickitat spring Chinook fingerlings were released in the American River. We believe that this release did not affect the genetic integrity of the native stock.","American River spring Chinook were identified as a stock based on their distinct spawning distribution, river entry timing (late April through June) and spawning timing, age composition (five-year-oldspawners predominate) and genetic composition.",Data are redd counts from float and foot surveys in the American River from the mouth upstream to Morse Creek. Surveys encompass all known spring Chinook spawning habitat in the American River watershed.,Spawning takes place throughout the mainstem American River.,Allozyme analysis has shown that American River spring Chinook are genetically distinct from other Columbia basin Chinook stocks examined (WDF and WDW 1993).,Anthony Fritts,Anthony.Fritts@dfw.wa.gov,01/27/2015 11:18:02 AM
1816,Lake Chelan Summer Chinook,Chinook,Upper Columbia River Summer and Fall Run Chinook,Not Warranted,03/09/1998 12:00:00 AM,,,,,,Eastern Cascades Fall-Run Chinook,No goal established,,,"This is a non-native stock with wild production. This stock was introduced only to provide sport-fishing opportunities to Lake Chelan. A naturally sustaining population has developed from a mixture of hatchery stocks introduced from 1974 through 1978. A cooperative net-pen program was established in 1989-1990 to supplement natural production. The net pen program has since been halted, but annual plantings have continued up through recent years. Various stocks have been used, including spring and fall stocks, from Puget Sound rivers (Green, Snohomish) as well as Columbia River stocks. The most recent plants are Wells Hatchery fall chinook.",Lake Chelan chinook were identified as a stock based on their distinct spawning distribution.,Spawning ground surveys are not done on a routine basis and are usually incidental to surveys for other salmon species.,"Most spawning takes place in the Stehekin River and its tributary, Company Creek.","Preliminary genetic analysis of unmarked, and presumed natural-origin, Chinook sampled from the Lake Chelan sport catch in 1997 showed no clear relationship to any single potential stock of origin. Results suggested contributions from multiple stocks (Anne Marshall, WDFW, personal communication). Natural spawners in the Stehekin River have not been sampled.",,,05/18/2010 12:00:00 AM
1824,Methow Spring Chinook,Chinook,Upper Columbia River Spring Run Chinook,Endangered,03/24/1999 12:00:00 AM,Upper Columbia River,,,,,Eastern Cascades Spring-Run Chinook,"Interim recovery goal=2,000 spawners (minimum viability threshold, natural origin fish only)",,Baldwin: Needs to be somewhat higher to account for uncertainty and measurement error.,"This is thought to be a mixed stock with composite production. Carson/Leavenworth spring chinook from the Winthrop National Fish Hatchery and the Leavenworth National Fish Hatchery have been introduced into the Methow River and are thought to have hybridized with the native stock. The WDFW Methow Hatchery now maintains a Methow Composite spring chinook stock as part of a spring chinook supplementation program for the Methow basin. The stock was created in 1997 using mainstem Methow spring chinook spawners, Chewuch spring chinook and possibly Twisp spring chinook.  The Twisp spring Chinook stock was created in 1992 at Methow Hatchery from natural origin returns in the Twisp River","Methow spring chinook were identified as a stock based on their distinct spawning distribution, early river entry timing (May through August) and early spawning timing (August and September).",,"Current core spawning areas include  the Twisp River from Mystery CG to Little Bridge Creek,  the Chewuch River between Twentymile Bridge and Boulder Creek, the mainstem Methow River from Mazama to Winthrop, and the lower five miles of the Lost River.  Spawning is typically observed annually in Early Winters Creek, Wolf Creek , and Hancock Creek with more sporadic and variable use in Lake Creek, Eightmile Creek, and Gold Creek.","Prior to ESA-listing, the majority of spring Chinook spawned at both Methow Hatchery and Winthrop NFH exhibited high Carson NFH influence.  Post-listing, efforts were made to reduce Carson ancestry through incorporation of natural origin fish.  Recently, most fish spawned at both hatcheries assign to the Methow Composite (MetComp) baseline that is a conglomerate of natural origin fish from the Methow and Chewuch rivers and associated tributaries as well as recent MetComp hatchery returns.  Carson ancestry is still present in most MetComp fish but is more prevalent in the MetComp 2 production line that was maintained in years when production was not met with MetComp stock alone.  Recent analyses conducted by WDFW genetics lab indicate that the Methow Composite and Twisp stock fish can be segregated through genetic baselines thereby facilitating stock management and escapement estimates during run-at-large sampling.",Charles Frady,Charles.Frady@dfw.wa.gov,01/27/2015 11:18:02 AM
1010,Tilton Spring Chinook,Chinook,Lower Columbia River Chinook,Threatened,03/24/1999 12:00:00 AM,,,,,,Cascade Fall-Run Chinook,,,,,,,,,John Serl,John.Serl@dfw.wa.gov,01/21/2015 11:00:17 AM
2748,Grays/Chinook Fall Chum,Chum,Columbia River Chum,Threatened,03/25/1999 12:00:00 AM,Lower Columbia River,,,,,Coastal Chum,"Recovery goal = 6,000 spawners",Ref 1:Table 4.,,This is a native stock with composite production. A hatchery supplementation program designed to increase numbers of naturally spawning Grays River fall chum began at the WDFW Grays River Hatchery in 1998.,Grays/Chinook fall chum were identified as a stock based on their distinct spawning distribution and genetic composition.,"Data are peak live plus dead spawners per stream mile in the lower mainstem Grays (2.4 miles surveyed), the lower West Fork Grays (1.8 miles surveyed) and lower Crazy Johnson Creek (0.2 miles surveyed).","Most spawning takes place in the mainstem Grays River from the Covered Bridge (RM 10.8) to about 0.5 miles above the confluence with the West Fork (RM 12), in the West Fork Grays River from the mouth (RM 0.0) to about one-half mile above the WDFW Grays River Hatchery rack (RM 15), in lower Crazy Johnson Creek and in Gorley Creek. Floodwaters breached the Gorley Creek dike in December 1999 and washed out most of the spawning habitat in the creek.",Allozyme analysis has shown that Grays fall chum are genetically distinct from other Washington chum stocks examined (Phelps et al. 1995).,Todd Hillson,Todd.Hillson@dfw.wa.gov,01/27/2015 11:18:02 AM
4975,Elwha Pink,Pink,Odd-year Pink,Not Warranted,10/04/1995 12:00:00 AM,Puget Sound,,,,,No MPG Specified,"EG=10,000",Ref 23,"WDFW goal, no co-manager agreement",This is a native stock with wild production.,Elwha pinks were identified as a stock based on their distinct spawning distribution.,Data are peak spawner counts made during chinook surveys.,"Spawning is confined to the lower 4.9 miles of the Elwha River, below the Elwha Dam.",No genetic analysis has been done on Elwha pinks.,Randy Cooper,Randy.Cooper@dfw.wa.gov,01/27/2015 11:18:02 AM
6658,Grays/Chinook Winter Steelhead,Steelhead,Southwest Washington Steelhead,Not Warranted,03/19/1998 12:00:00 AM,Lower Columbia River,,,,,No MPG Specified,"1,486 EG.  Recovery goal=600 spawners",Ref 1:Table 5.,Recovery goal includes Chinook River,This is a native stock with wild production.,Grays/Chinook winter steelhead were identified as a stock based on their distinct spawning distribution.,"Data are total escapement estimates based on redd counts in index areas in the mainstem Grays from tidewater to the confluence with the East Fork of the Grays (RM 21.7) and in Hull Creek, West Fork Grays, South Fork Grays, and Blaney and Mitchell creeks.","Spawning takes place throughout the mainstem Grays River and in the East, West and South forks of the Grays.","Genetic sampling was conducted in 1994 and 1995, however comparisons of allele frequencies between this stock and other lower Columbia steelhead stocks for determining stock distinctiveness are not very informative (Myers et al. 2002).",Steven Gray,Steven.Gray@dfw.wa.gov,12/05/2014 05:04:19 PM
6854,Walla Walla Summer Steelhead,Steelhead,Middle Columbia Steelhead,Threatened,03/25/1999 12:00:00 AM,Snake River,,,,,Umatilla/Walla Walla Steelhead,"Critical abundance threshold =1,000 spawners; Restoration goal=1,875-3,395 spawners",,"CAT is de-listing goal, Restoration is healthy, harvestable goal",This is a mixed stock with composite production in the lower portion of the Walla Walla. The steelhead upstream of Oregon border are predominantly wild origin.  Hatchery smolts from Lyons Ferry Hatchery from a mixture of Columbia and Snake River stocks (Wells and Lyons Ferry hatchery stocks) have been released into the lower Walla Walla River since 1982 (both in lower Mill Creek and the lower Walla Walla River near the mouth of Mill Creek).,"Walla Walla summer steelhead were identified as a stock based on their distinct spawning distribution and recent genetic analyses.  This population includes steelhead in Oregon in the North and South Forks of the Walla Walla, and Couse Creek, as well as Washington and Oregon portions of Cottonwood Creek, Birch Creek, Pine Creek, Mill Creek and many other tributaries (including Dry Creek in WA).  This population is distinct and managed separately from the steelhead in the Touchet River drainage.","Steelhead spawning surveys have been conducted annually (or at least frequently) in portions of Mill Creek. Less frequent (periodic) spawning surveys have been conducted in many of the tributaries (e.g. Cottonwood and upper Dry creeks) or portions of the mainstem river to help determine spawning distribution and relative adult steelhead abundance.  A fish counting station/trap at Nursery Bridge Dam near Milton-Freewater currently provide the best index of returning adult steelhead abundance.  Counts from that location are expanded by a constant rate of 1.503 to provide an estimate for steelhead thought to be present in both the Walla Walla River and Mill Creek combined.  Video counts at fish ladders in Mill Creek or in Yellowhawk Creek provide partial counts of returning steelhead to those areas. Extensive electrofishing and snorkel surveys have been conducted by WDFW and Confederated Tribes of the Umatilla Indian Reservation (CTUIR) to determine distribution, species composition and relative abundance during summer low flow periods. This effort includes several fish salvage efforts as portions of the stream channel have been dewatered. CTUIR operates several smolt traps in the Walla Walla River and Mill Creek to estimate smolt production and timing, and to allow PIT tagging of migratory salmonids. CTUIR has also conducted radio telemetry studies of steelhead, bull trout and spring Chinook in the Walla Walla Basin. Only expanded Nursery Bridge Dam counts are reported here.","Primary spawning areas include the upper Walla Walla River and it tributaries (e.g. Couse Creek and North Fork Walla Walla), upper Mill and upper Dry creeks, plus in numerous small tributaries such as Cottonwood Creek, Yellowhawk Creek and Blue Creek.","Recent genetic analysis (Small 2003b, Blankenship et al. 2007, Narum et al. 2004 and Blankenship et al. 2009) indicates that naturallyspawning summer steelhead from the Walla Walla Basin (collections from the upper Walla Walla, Mill Creek and Yellowhawk Creek) are distinct from those in the Touchet River (Hatchery or wild) and the Snake River (Tucannon River wild and hatchery-origin and Lyons Ferry Hatchery). This distinction has apparently been maintained despite the release of smolts from the Wells and Lyons Ferry hatcheries for many years (see below).",Jeremy Trump,Jeremy.Trump@dfw.wa.gov,01/29/2016 12:12:25 PM
1236,Mid Hood Canal Chinook,Chinook,Puget Sound Chinook,Threatened,03/24/1999 12:00:00 AM,Puget Sound,,,,,Mid-Hood Canal Chinook,"Natural EG = 750.  Upper Mgmt threshold = 750.  Low abundance threshold = 400.  Rebuilidng ER = 15% PT SUS, Critical ER ceiling = 12% PT SUS.",Ref 2,,"This is likely a mixed stock with composite production. We assume that many of the naturally spawning chinook were strays from local hatcheries and/or were adults returning from hatchery fry released into the Hamma Hamma, Duckabush, or Dosewallips rivers. From 1995 through 1999, a hatchery supplementation program used broodstock from George Adams Hatchery (Skokomish River system) to produce chinook fry for release into the Hamma Hamma and Duckabush rivers. Beginning in 2000, only chinook adults returning to the Hamma Hamma were included in the program as broodstock. The Dosewallips program was discontinued in 1993 and the Duckabush program in 1999.","Mid-Hood Canal chinook were identified as a stock in 2002 based on their distinct spawning distribution. The stock is composed of chinook that spawn in the Hamma Hamma, Duckabush, and Dosewallips watersheds.","Data are index escapement estimates based on redd counts and/or live spawner counts 1) from RM 0.3 to 1.8 in the Hamma Hamma River and in lower John Creek, a tributary; 2) from RM 0.0 to 2.3 in the Duckabush River; and 3) from RM 0.0 to 2.3 or RM 0.0 to 6.7 on the mainstem Dosewallips River. In addition, upper reaches have been surveyed in the Duckabush and Dosewallips rivers since 1998.","Chinook spawn 1) in the lower two miles of the Hamma Hamma River and occasionally in the lower reaches of John Creek, a tributary; 2) in the lower three miles of the Duckabush River; and 3) in the lower twelve miles of the Dosewallips River.","Genetic characterization of Mid-Hood Canal chinook has, to date, been limited to comparison of adults returning to the Hamma Hamma River in 1999 with other Hood Canal and Puget Sound populations. These studies, although not conclusive, suggest that Hamma Hamma returns are not genetically distinct from the Skokomish River returns, or recent George Adams and Hoodsport hatchery broodstock (Anne Marshall, WDFW, unpublished data). The reasons for this similarity are unclear, but straying of chinook that originate from streams further south in Hood Canal and hatchery stocking could e contributing causes.",Mark Downen,Mark.Downen@dfw.wa.gov,11/25/2014 03:44:33 PM
1610,Lewis River Fall (Tule) Chinook,Chinook,Lower Columbia River Chinook,Threatened,03/24/1999 12:00:00 AM,Lower Columbia River,,,,,Cascade Fall-Run Chinook,"Recovery goal=2,900 spawners.  Max. recovery exploitation rate=42%.  Min, natural EF Lewis EG=500.  No goal established for NF Lewis or Cedar Cr tules.",Ref 1:Table 3;Ref 17;Ref 16,Also includes Salmon Creek.,This is a native stock with composite production.,Tule fall Chinook occur in both the lower North Fork Lewis and the East Fork Lewis but the east fork supports most of the production.,,"Spawning occurs primarily in the East Fork Lewis from Lewisville Park downstream to Daybreak Feeders (~6 miles). Production of tule fall Chinook from the North Fork is limited, in part due to the large late run fall Chinook population in the mainstem.",The EF Lewis holds one of only two fall Chinook populations without a history of significant hatchery influence and is considered a genetic legacy population although baseline numbers are relatively small.,Shane Hawkins,Shane.Hawkins@dfw.wa.gov,12/09/2014 02:39:38 PM
1620,Lewis River Late Fall (Bright) Chinook,Chinook,Lower Columbia River Chinook,Threatened,03/24/1999 12:00:00 AM,Lower Columbia River,,,,,Cascade Fall-Run Chinook,"Recovery goal=11,600 spawners.  NF Lewis EG=5,700.",Ref 1:Table 3;Ref 11,Recovery goal includes all bright fall stocks (early and late),,,,,,Shane Hawkins,Shane.Hawkins@dfw.wa.gov,12/09/2014 02:39:38 PM
7820,Toutle Coastal Cutthroat,Cutthroat,Southwest Washington/Columbia River Coastal Cutthroat,Not Warranted,02/25/2010 12:00:00 AM,Lower Columbia River,,,,,No MPG Specified,,,,This stock complex is native with wild production.,"Toutle coastal cutthroat have been identified as a distinct stock complex based on the geographic distribution of their spawning grounds. The Toutle River enters the Cowlitz River at RM 20. Due to limited genetic and biological data all Toutle cutthroat are currently considered to be part of one stock complex. Anadromous, resident, fluvial, and adfluvial forms distribute themselves throughout the watershed. The anadromous form has access to most of the watershed with the exception of upper tributary reaches, where a combination of steep gradient and high flow limits passage. The resident and fluvial forms have been observed throughout the system. Adfluvial fish have been observed in Silver Lake.","There are no population-size data, only distribution data, for resident Toutle cutthroat, so the status of this life history form cannot be assessed.  Anadromous cutthroat are counted at the North Toutle Hatchery. In 1959 a total of 74 wild anadromous cutthroat were captured at this facility during coho and chinook brood stock collections (Lavier 1960). After the reopening of this facility in 1991, annual counts have remained below six fish. There have been trap changes between 1959 and 1991, and the trap is not 100% effective for anadromous cutthroat. Columbia River cutthroat sport catch data from 1972 to 1995 from a survey conducted to estimate salmon and steelhead catch are also available (Leider 1997). Some sampling inconsistencies were apparent in the early to mid-1970s, and in some years sampling was incomplete. More restrictive angling regulations, implemented during the survey, also appear to have reduced cutthroat catch, but the extent of this reduction has not been determined.  The catch between 1971 and 1991 was composed of both hatchery and wild fish. Small samples from this fishery were collected between 1979 and 1982. Tipping (1982) found that 20% of the catch was wild (n=31). Sampling in 1979 and 1980 indicated that","As with other wild Columbia River anadromous cutthroat, entry to the Columbia River commences in late July and continues through mid-April. Entry to the Cowlitz occurs slightly later. Entry into the North Fork Toutle peaks between September to November with a smaller number of fish moving throughout the winter (Loch, WDFW, personal communication April 1994).  Spawning activity occurs from January through June. Fluvial and resident spawning times have not been documented in this watershed but are believed to be similar to the anadromous spawning time. Anadromous spawn time was taken from wild anadromous cutthroat captured from Green River, Elochoman River, and Nemah River and held at Vancouver Hatchery and Beaver Creek Hatchery (Lavier 1960). Artificial selection for early spawn timing now has hatchery cutthroat spawning from December to February (Byrne 1995).",Genetic data are unavailable for this stock complex.,John Weinheimer,John.Weinheimer@dfw.wa.gov,05/06/2015 12:00:00 AM
